,market,name,description,displayAddress,street,city,state,zipCode,timezone,latitude,longitude,averageRating,ratingCount,priceRange,imageUrl,asapDeliveryAvailable,asapDeliveryTimeMinutes,pickupAvailable,asapPickupAvailable,asapPickupMinutes
1350,"Houston, TX",Sonic Drive-In,"$ • Dessert, Burgers","Sonic Drive-In, 26044 Northwest Fwy hwy 290, Cypress, TX 77429, USA",26044 Northwest Freeway,Cypress,TX,77429.0,US/Central,29.97374,-95.696653,4.21840476989746,1630,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/updatelogo2.jpg",True,13,True,True,7
1351,"Houston, TX",Zaxby's,"$$ • American, Chicken","28030 US-290, Cypress, TX 77433, USA",28030 U.S. 290,Cypress,TX,77433.0,US/Central,29.988085,-95.7372842,4.63436079025269,454,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b9f05b0e-4178-4e08-88eb-d0b0355ad228.jpg",True,22,True,True,10
1352,"Houston, TX",Top Sushi Tomball,"$$ • Sushi Bars, Japanese","Captain Brad's Coastal Kitchen, 24435 Tomball Pkwy, Tomball, TX 77377, USA",24435 Tomball Parkway,Tomball,TX,77377.0,US/Central,30.0382709,-95.606597,4.79322576522827,1122,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/32fd9b74-75e7-440e-b88c-ad026a3a165b.png",True,46,True,True,23
1353,"Houston, TX",Mo's Irish Pub,"$$ • Irish, Soup","14102 Mueschke Rd, Cypress, TX 77429, USA",14102 Mueschke Road,Cypress,TX,77429.0,US/Central,29.9798928,-95.7160386,4.40066194534302,302,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/52e4d128-8e0e-4e2f-90be-6424c51a6b84.png",True,20,True,True,6
1354,"Houston, TX",T James China Cafe,"$$ • Asian, Chinese","TJames China Cafe, 9818 Fry Rd Ste 140, Cypress, TX 77433, USA",9818 Fry Road,Cypress,TX,77433.0,US/Central,29.9285938,-95.7265216,4.75925922393799,648,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/608e8356-b5f9-45e3-b0b5-711bf5ebb33d.png",True,26,True,True,13
1355,"Houston, TX",Brothers Pizza Parlor,$$ • Pizza,"25282 Northwest Fwy, Cypress, TX 77429, USA",25282 Northwest Freeway,Cypress,TX,77429.0,US/Central,29.9646091,-95.686488,4.71551084518433,5248,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Brothers_Pizza_Parlor_.png",True,28,False,False,24
1356,"Houston, TX",Catfish Station,"$ • Seafood, Takeout","16150 Spring Cypress Rd, Cypress, TX 77429, USA",16150 Spring Cypress Road,Cypress,TX,77429.0,US/Central,29.9788146,-95.6713327,4.7560977935791,1640,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/207001fd-bce0-46f0-a3f2-de3764c65e05.png",True,19,True,False,15
1357,"Houston, TX",Frenchy's Chicken,"$ • Chicken, Chicken Tenders","7955 Barker Cypress Rd, Cypress, TX 77433, USA",7955 Barker Cypress Road,Cypress,TX,77433.0,US/Central,29.8917310746182,-95.6844490027113,4.48190689086914,1741,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Frenchys_squarelogo.png",True,34,True,True,9
1358,"Houston, TX",Las Mananitas,$$ • Mexican,"Fairfield Village, 15202 Mason Rd, Cypress, TX 77433, USA",15202 Mason Road,Cypress,TX,77433.0,US/Central,29.9948319,-95.7372656,4.76635789871216,2919,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3dd0436e-7736-43c3-ad5f-ba0d836dee60.png",True,28,True,True,17
1359,"Houston, TX",Alicia's Mexican Grille,"$$ • Mexican, Tex-Mex","26326 Northwest Fwy, Cypress, TX 77429, USA",26326 Northwest Freeway,Cypress,TX,77429.0,US/Central,29.9749834,-95.7013654,4.62396192550659,10233,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Alicias_logo_230_x_230.jpg",True,31,True,False,30
1360,"Houston, TX",Taste of Asia,"$ • Chinese, Vietnamese","H&R Block, 26084 US-290, Cypress, TX 77429, USA",26084 U.S. 290,Cypress,TX,77429.0,US/Central,29.9739971,-95.69585569,4.69351387023926,3700,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/63665778664290477551180.png",True,16,True,True,15
1361,"Houston, TX",Chuy's,"$ • Mexican, Burritos","19827 Northwest Fwy, 19827 Northwest Freeway, Houston, TX 77065, USA",19827 Northwest Freeway,Jersey Village,TX,77065.0,US/Central,29.9141315,-95.6166347,4.67883586883545,13476,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/DoorDash_Logo_File_2.jpg",True,34,True,True,14
1363,"Houston, TX",Arby's,"$$ • Burgers, Chicken","Arby's, 25957 Northwest Freeway, Cypress, Harris, TX",25957 Northwest Freeway,Cypress,,25957.0,US/Central,29.972078,-95.696924,4.3814549446106,1801,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/825d88cd-d0d8-46da-9486-cfafc91097ae.png",True,12,True,True,11
1364,"Houston, TX",Harold's Chicken Shack,"$$ • Chicken, Burgers","16247 Farm to Market Rd 529, Houston, TX 77095, USA",16247 Farm to Market Road 529,Houston,TX,77095.0,US/Central,29.8786225,-95.6539858,4.31642484664917,414,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/62172360-7cd7-4507-8406-a22d233f3656.jpg",True,55,True,True,25
1365,"Houston, TX",Raising Cane's,"$ • Chicken Wings, Chicken","1529 Hwy 6, Sugar Land, TX 77478, USA",1529 Highway 6,Sugar Land,TX,77478.0,US/Central,29.6016826,-95.6298796,4.64778804779053,5403,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ea60bd9b-0058-4dbb-86aa-a55aa1443f88.png",True,17,False,False,17
1366,"Houston, TX",Panda Garden,"$$ • Chinese, Asian Food","Panda Garden, 3563 Hwy 6, Sugar Land, TX 77478, USA",3563 Highway 6,Sugar Land,TX,77478.0,US/Central,29.5912808,-95.5993339,4.5218358039856,6274,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c8bc48aa-3429-45a9-8586-68b4ffda7af5.jpeg",True,21,True,True,11
1367,"Houston, TX",mtea & coffee,"$$ • Smoothies, Milk Tea","MTea & Coffee, 3737 Hwy 6, Sugar Land, TX 77478, USA",3737 Highway 6,Sugar Land,TX,77478.0,US/Central,29.5892838,-95.5955832,4.80341911315918,1755,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/4c4f2600-f416-4ac3-8d76-90f0bd3fe385.png",True,23,True,True,6
1368,"Houston, TX",Creamery Teahouse,"$$ • Pickup, Takeout","350 Promenade Way, Sugar Land, TX 77478, USA",350 Promenade Way,Sugar Land,TX,77478.0,US/Central,29.6090392,-95.64741857,4.74106502532959,1371,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f2c27729-420b-4a2b-93dd-ed2c5572287d.png",True,22,True,False,18
1369,"Houston, TX",Phở Tân Lộc,"$$ • Vietnamese, Vermicelli","11603 S Texas 6, Sugar Land, TX 77498, USA",11603 South Texas 6,Sugar Land,TX,77498.0,US/Central,29.6468804,-95.6498397,4.70661211013794,242,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e7a98581-6dd4-4b25-973c-8c3593c18bc9.jpg",True,30,True,True,16
1370,"Houston, TX",Da SeaFood Connect,"$$ • New American restaurant, Soul Food","1001 Westheimer Rd, Houston, TX 77006, USA",1001 Westheimer Road,Houston,TX,77006.0,US/Central,29.6057379,-95.5069219,4.54980611801147,773,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/08ea2b83-dd53-4d11-9fa2-2112b5898d43.jpg",True,47,True,False,25
1371,"Houston, TX",BJ's Restaurant & Brewhouse,"$$ • Pickup, Takeout","2231 Hwy 6, Sugar Land, TX 77478, USA",2231 Highway 6,Sugar Land,TX,77478.0,US/Central,29.598181,-95.619947,4.4111008644104,8684,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/260012ec-4e5f-4c01-b1de-7169fe651744.jpg",True,38,True,True,36
1372,"Houston, TX",U'Maki Sushi Burrito,"$$ • Sushi Bars, Asian","13582 University Blvd, Sugar Land, TX 77479, USA",13582 University Boulevard,Sugar Land,TX,77479.0,US/Central,29.58362,-95.6486156,4.81630277633667,2613,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/UMaki_Sushi_Burrito_logo.jpg",True,24,True,True,12
1373,"Houston, TX","CoCo Crêpes, Waffles & Coffee","$$ • Creperies, Coffee","13533 University Blvd, Sugar Land, TX 77479, USA",13533 University Boulevard,Sugar Land,TX,77479.0,US/Central,29.5851219,-95.6462469,4.69529104232788,722,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/83d6f8cb-5a81-417e-9269-1295a753e20c.png",True,23,True,False,15
1375,"Houston, TX",Royal Point African Restaurant,$$ • African,"Royal Point, 3533 S Dairy Ashford Rd suite i, Houston, TX 77082, USA",3533 South Dairy Ashford Road,Houston,TX,77082.0,US/Central,29.7206565,-95.6043556,4.42523384094238,642,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/cdb21c0d-d479-4a3d-9cd7-c44b0571b5f3.png",True,52,False,False,29
1376,"Houston, TX",Best Donuts,$$ • Donuts,"Best Donuts, 1730 Williams Trace Blvd b, Sugar Land, TX 77498, USA",1730 Williams Trace Boulevard,Sugar Land,TX,77498.0,US/Central,29.6015493,-95.6086358,4.73836278915405,623,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/01d952cf-88bc-4012-8561-5bec5366f281.png",True,19,True,True,8
1377,"Houston, TX",Japaneiro’s Sushi Bistro & Latin Grill,"$$ • Japanese, Asian Food","Japaneiro's, 2168 Texas Dr, Sugar Land, TX 77478, USA",2168 Texas Drive,Sugar Land,TX,77478.0,US/Central,29.5972319,-95.6215439,4.68922281265259,5911,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c4a7eff3-a7a2-4dab-b932-ac5b183fe944.png",True,40,True,True,12
1378,"Houston, TX",Grimaldi’s Coal Brick-Oven Pizzeria,"$$ • Italian, Pizza","16535 Southwest Fwy, Sugar Land, TX 77479, USA",16535 Southwest Freeway,Sugar Land,TX,77479.0,US/Central,29.5925854,-95.623188,4.56752300262451,4280,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3197bf88-edb3-44dd-9203-688ecf164fc9.png",True,59,True,True,30
1379,"Houston, TX",Bombay Delight,"$$ • Indian, Tandoori","Bombay Delight, 3344 Hwy 6 suite a, Sugar Land, TX 77479, USA",3344 Highway 6,Sugar Land,TX,77479.0,US/Central,29.5903573,-95.6034731,4.73399019241333,609,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2314f87d-f330-4594-ba05-4b06d125f2e5.png",True,31,True,True,19
1380,"Houston, TX",Sapporo,"$$ • Restaurants, Pickup","Sapporo Izakaya, 4775 W Panther Creek Dr Suite 430, The Woodlands, TX 77381, USA",4775 West Panther Creek Drive,The Woodlands,TX,77381.0,US/Central,30.16888802,-95.50462125,4.75180006027222,2083,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/aea98790-9f75-4274-b578-d3e540cc2864.png",True,29,True,False,15
1381,"Houston, TX",P.F. Chang's,"$$ • Asian, Chinese","1201 Lake Woodlands Dr, The Woodlands, TX 77380, USA",1201 Lake Woodlands Drive,The Woodlands,TX,77380.0,US/Central,30.162831,-95.456122,4.61131381988525,9846,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/pfchangslogosq.png",True,36,True,False,35
1383,"Houston, TX",Honey-Bee Ham & Deli,"$ • American, Gourmet","4747 Research Forest Dr, The Woodlands, TX 77381, USA",4747 Research Forest Drive,The Woodlands,TX,77381.0,US/Central,30.183647,-95.490295,4.72406005859375,1330,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/a969955a-5ee6-424e-bec1-219968a337db.png",True,23,True,False,16
1386,"Houston, TX",Bloofin,"$$ • Japanese, Takeout","6615 Grand Pkwy, Spring, TX 77389, USA",6615 Grand Parkway,Spring,TX,77389.0,US/Central,30.0886812,-95.5212992,4.75734996795654,2279,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/49020477-36e3-4861-9580-a790718f5eb2.png",True,42,True,False,22
1387,"Houston, TX",The Boba Shop,"$$ • Juice Bar, Coffee","The Boba Shop, 107 3730, Farm to Market 2920, Spring, TX 77388, USA",Farm to Market 2920,Spring,TX,77388.0,US/Central,30.070976,-95.474382,4.7275447845459,1336,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/fdf0140e-40e1-4a21-b76d-f3b77d41d272.jpg",True,40,True,False,14
1388,"Houston, TX",Compadres Texas Cafe,"$$ • Breakfast, Mexican","26797 Hanna Rd, Conroe, TX 77385, USA",26797 Hanna Road,Conroe,TX,77385.0,US/Central,30.15474119,-95.4364297,4.76929712295532,1166,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8f498bb4-e6c5-4a3e-9822-6667fd9417ae.png",True,26,True,True,18
1389,"Houston, TX",Kokee Tea,"$$ • Cakes, Milk Tea","Kokee Tea, 1201 Lake Woodlands Dr #6601, The Woodlands, TX 77380, USA",1201 Lake Woodlands Drive,The Woodlands,TX,77380.0,US/Central,30.1643138,-95.455266,4.60056686401367,706,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/LOGO_1.png",True,23,True,False,9
1390,"Houston, TX",Julios Mexican Grill,"$$ • Mexican, Pickup","Julio's Mexican Grill, Spring Texas, 544 Sawdust Rd, Spring, TX 77380, USA",544 Sawdust Road,Spring,TX,77380.0,US/Central,30.1283447,-95.4509579,4.67380380630493,3783,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/6bb44628-02ef-44a5-8fab-b4f927d75f85.png",True,26,True,False,17
1391,"Houston, TX",Mi Rancho Mexican Grill & Bar,"$$ • Mexican, Tex-Mex","19189 I-45, Conroe, TX 77385, USA",19189 Interstate 45,Conroe,TX,77385.0,US/Central,30.178181030328,-95.4499323521024,4.69997406005859,3913,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/6a9d39d5-b11b-4eff-83aa-688843b2e0a1.png",True,16,True,False,12
1392,"Houston, TX",Red Salsa Tacos and More,"$ • Tacos, Mexican","1440 Sawdust Rd, Spring, TX 77380, USA",1440 Sawdust Road,Spring,TX,77380.0,US/Central,30.1268871,-95.4647163,4.62769889831543,4029,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b6d9ee4f-66b7-494f-9ec7-4579f44d876b.249",True,27,True,False,15
1393,"Houston, TX",Great American Cookies,"$$ • Cookies, Dessert","1201 Lake Woodlands Dr Space 2145, The Woodlands, TX 77380, USA",1201 Lake Woodlands Drive,The Woodlands,TX,77380.0,US/Central,30.1642153,-95.455336,4.72611522674561,157,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/2266c74e-3178-441a-9efd-f19077bb1373.png",True,23,True,False,7
1394,"Houston, TX",Pho Viet Tastes,"$$ • Vietnamese, Pho","Pho Viet Tastes, 377 Sawdust Rd, Spring, TX 77380, USA",377 Sawdust Road,Spring,TX,77380.0,US/Central,30.1242561,-95.4462708,4.80687808990479,378,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/6d4db649-defd-4928-8f40-33f2e54d69f5.58 1",True,27,True,False,17
1395,"Houston, TX",Poke Man,"$$ • Poke, Hawaiian","8000 TX-242, Conroe, TX 77385, USA",8000 Texas 242,Conroe,TX,77385.0,US/Central,30.2069364,-95.4536725,4.91949510574341,1267,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/29f1610a-828e-4bce-9222-8172b5522990.png",True,22,True,False,10
1396,"Houston, TX",Bahama Buck's,"$$ • Shaved Ice, Smoothies","3403 Louetta Rd A, Spring, TX 77388, USA",3403 Louetta Road,Spring,TX,77388.0,US/Central,30.0515574,-95.4650052,4.5283579826355,670,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/108228e2-ef71-48ce-bd1c-35e554c98dab.jpg",True,40,True,False,9
1397,"Houston, TX",Wisdom Bakery,"$$ • Bakery, Vegetarian","25192 I-45, Spring, TX 77386, USA",25192 Interstate 45,Spring,TX,77386.0,US/Central,30.1275923,-95.441594,4.84106016159058,1661,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/697cd94d-1b8d-46e4-b8c2-1eca22c49862.png",True,28,True,False,15
1398,"Houston, TX",Tacos Del Julio,"$$ • Mexican, Tacos","Tacos del Julio, 24441 Katy Fwy, Katy, TX 77494, USA",24441 Katy Freeway,Katy,TX,77494.0,US/Central,29.7844932,-95.793047,4.72932291030884,798,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c819a987-a07c-4b7a-a37f-c302846d4567.png",True,27,True,True,20
1399,"Houston, TX",Pho Best,"$$ • Rolls, Noodles","23119 Colonial Pkwy #C13, Katy, TX 77449, USA",23119 Colonial Parkway,Katy,TX,77449.0,US/Central,29.7925002,-95.7734051,4.83886289596558,211,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/61a9548c-f4bc-424c-9656-d96e64f3e1ec.JPG",True,27,True,False,12
1400,"Houston, TX",Rainforest Cafe,"$$ • Cafe, Salads","Rainforest Cafe, 5000 Katy Mills Cir, Katy, TX 77494, USA",5000 Katy Mills Circle,Katy,TX,77494.0,US/Central,29.776781,-95.8102345,4.18644094467163,118,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/Rainforest_Cafe_lo.jpg",True,40,True,False,29
