,market,name,description,displayAddress,street,city,state,zipCode,timezone,latitude,longitude,averageRating,ratingCount,priceRange,imageUrl,asapDeliveryAvailable,asapDeliveryTimeMinutes,pickupAvailable,asapPickupAvailable,asapPickupMinutes
1689,"Houston, TX",Jadari Irie Sizzle,"$$ • Roti, Fried Chicken","12709 Beechnut St, Houston, TX 77072, USA",12709 Beechnut Street,Houston,TX,77072.0,US/Central,29.6882201,-95.6051011,4.74074077606201,108,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f1cd73d0-46be-4461-81a7-684ae3b47261.png",True,43,True,True,23
1690,"Houston, TX",Telfair Spices,"$$ • Indian, Snacks","Telfair Spices, 1219 Museum Square Dr, Ste 100, Sugar Land, TX 77479, USA",1219 Museum Square Drive,Sugar Land,TX,77479.0,US/Central,29.5949957,-95.6500317,4.65527105331421,351,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1a57b09c-616f-4cd6-9101-4caa64c1233a.png",True,27,True,True,21
1691,"Houston, TX",La Pupusa Loca Restaurant,"$$ • Lunch, Breakfast","La Pupusa Loca Restaurant, 9210 S Texas 6 suite a, Houston, TX 77083, USA",9210 South Texas 6,Houston,TX,77083.0,US/Central,29.6796082,-95.6443757,4.59862422943115,436,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/94160e63-5a98-47d3-994b-dd83eba0ea03.363",True,45,True,True,23
1692,"Houston, TX",Mango Mango Desserts,"$$ • Dessert, Waffles","Mango Mango Dessert, 10603 Bellaire Blvd b105, Houston, TX 77072, USA",10603 Bellaire Boulevard,Houston,TX,77072.0,US/Central,29.7031966,-95.5681598,4.75799083709717,219,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e69d1e94-3aec-41cf-8ff3-26776b96dad6.png",True,38,True,True,18
1693,"Houston, TX",Pizza 101,"$$ • Pizza, Chicken Wings","15215 Southwest Fwy, Sugar Land, TX 77478, USA",15215 Southwest Freeway,Sugar Land,TX,77478.0,US/Central,29.6036988,-95.6111137,4.3486590385437,783,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/202e02a8-0629-4f2c-ba80-85297f2a9f8d.png",True,18,True,True,14
1694,"Houston, TX",Crawfish Bistro,$$ • Seafood,"9340 Hwy 6 #100, Missouri City, TX 77459, USA",9340 Highway 6,Missouri City,TX,77459.0,US/Central,29.5369091,-95.5297393,4.45652198791504,46,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ffbec74d-9bcb-4a71-95ed-65261b5054da.png",True,35,True,True,18
1695,"Houston, TX",Kabab Shack,$$ • Kebabs,"13134 Dairy Ashford Rd, Sugar Land, TX 77478, USA",13134 Dairy Ashford Road,Sugar Land,TX,77478.0,US/Central,29.6240716,-95.6036644,4.78947401046753,19,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/597d8f24-4b74-4caf-86c5-16d2920919b5.png",True,29,True,False,15
1696,"Houston, TX",The Port of Peri Peri,"$$ • Chicken, South African","2625 Town Center Blvd N, Sugar Land, TX 77479, USA",2625 Town Center Boulevard North,Sugar Land,TX,77479.0,US/Central,29.5945348,-95.6204159,4.65992116928101,2520,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e806d443-b559-4abc-b454-0143097b873b.png",True,25,True,True,13
1697,"Houston, TX",Jollibee,"$$ • Chicken, Burgers","Jollibee, 6127 Hwy 6, Missouri City, TX 77459, USA",6127 Highway 6,Missouri City,TX,77459.0,US/Central,29.5684734,-95.5660159,4.75529623031616,1369,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/JB-Doordash-Logo-2.jpg",True,26,True,True,12
1698,"Houston, TX",Dumar's Mediterranean Grill,"$$ • Greek, Middle East","4518 Hwy 6, Sugar Land, TX 77478, USA",4518 Highway 6,Sugar Land,TX,77478.0,US/Central,29.5810833,-95.5861318,4.7383508682251,837,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/28819089-23ab-4f7f-9910-c39a699acd02.png",True,21,False,False,9
1700,"Houston, TX",Daboba x K-Busan,"$$ • Asian Fusion, Boba","11360 Bellaire Blvd, Houston, TX 77072, USA",11360 Bellaire Boulevard,Houston,TX,77072.0,US/Central,29.7046662,-95.5798611,4.8222222328186,45,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/547d44f5-ff99-4f01-91f9-550234cee071.jpg",True,40,False,False,6
1701,"Houston, TX",Crawfish & Pho,"$$ • Seafood, Vietnamese","4225 Sienna Pkwy, Missouri City, TX 77459, USA",4225 Sienna Parkway,Missouri City,TX,77459.0,US/Central,29.5105083,-95.527118,4.71531820297241,692,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b3088125-0bf3-4202-90fb-c3280467fdf1.png",True,39,True,True,17
1702,"Houston, TX",Shogun Japanese Grill & Sushi,"$$ • Japanese, Asian","24102 Commercial Dr, Rosenberg, TX 77471, USA",24102 Commercial Drive,Rosenberg,TX,77471.0,US/Central,29.546365,-95.7521586,4.70690393447876,2477,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/69ae9464-d248-4192-971a-d6bdb3c33ccb.png",True,46,True,True,19
1703,"Houston, TX",Jupiter Pizza & Waffle Co,"$$ • Pickup, American (New)","16135 City Walk, Sugar Land, TX 77479, USA",16135 City Walk,Sugar Land,TX,77479.0,US/Central,29.5951628,-95.6223444,4.66666698455811,3579,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f4e60175-8342-4b5a-8060-9b891920acca.png",True,18,True,True,16
1704,"Houston, TX",Los Valdés in the house,$$ • Mexican,"920 Murphy Rd, Stafford, TX 77477, USA",920 Murphy Road,Stafford,TX,77477.0,US/Central,29.6070381,-95.5649082,4.57653093338013,196,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b3752ef1-59ec-49b7-8eb0-2d8857c0a903.png",True,28,True,True,15
1705,"Houston, TX",Honeykaz Small Chops,"$$ • Fast Food, Chicken","17113 Westheimer Rd, Houston, TX 77082, USA",17113 Westheimer Road,Houston,TX,77082.0,US/Central,29.7097697,-95.6861549,4.75,220,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/50eceb8a-d77f-4c6c-be00-ec544b4a5f0d.png",True,47,True,True,25
1706,"Houston, TX",Creole Flava,"$$ • Chicken Wings, Fries","9020 S Texas 6, Houston, TX 77083, USA",9020 South Texas 6,Houston,TX,77083.0,US/Central,29.6808227,-95.6445802,4.3128490447998,179,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/39fbe40b-2f08-485e-b684-30220df6ddb1.png",True,34,True,False,10
1707,"Houston, TX",Cool Runnings Jamaican Grill,"$$ • Pickup, Black Owned","8270 W Bellfort Blvd, Houston, TX 77071, USA",8270 West Bellfort Boulevard,Houston,TX,77071.0,US/Central,29.6562105,-95.5223249,4.52902698516846,8561,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/f1147822-e876-4f4a-8d5e-9f0a4eb88425.png",True,46,True,True,25
1708,"Houston, TX",Savoy Restaurant,"$$$ • Indian, Curry","Savoy Restaurant, 11246 S Wilcrest Dr 145 B, Houston, TX 77099, USA",11246 South Wilcrest Drive,Houston,TX,77099.0,US/Central,29.658175,-95.571305,4.40274000167847,365,$$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/4fb1bdc5-95b1-4ed6-9dee-7626f82ce6e4.png",True,43,True,True,22
1709,"Houston, TX",9ER'S BBQ,"$$ • meat, BBQ","1836 Farm to Market 359, Richmond, TX 77406, USA",1836 Farm to Market 359,Richmond,TX,77406.0,US/Central,29.6202206,-95.7430443,4.63228702545166,223,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/ea3c814f-e3ef-4947-ad3c-1167749f52d6.jpg,,",True,37,True,True,15
1712,"Houston, TX",mazaidar ahaleem & foods,$$ • Pakistani,"Biryani n' More, 11315 S Texas 6 Suite A, Sugar Land, TX 77498, USA",11315 South Texas 6,Sugar Land,TX,77498.0,US/Central,29.6513946,-95.6491996,4.28985500335693,69,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1a54a420-48d0-42c5-8003-67ff90a48b0f.png",True,42,True,False,9
1713,"Houston, TX",Mylk Box,"$$ • Milk Tea, Iced Teas","16733 W Airport Blvd, Richmond, TX 77407, USA",16733 West Airport Boulevard,Richmond,TX,77407.0,US/Central,29.6484416,-95.6802733,4.62702703475952,185,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/a15e2bf4-e28c-40fc-ba52-25400c2998ed.png",True,34,True,True,13
1714,"Houston, TX",3teeshawarma,"$$ • Shawarma, Soup","8200 Wilcrest Dr #2, Houston, TX 77072, USA",8200 Wilcrest Drive,Houston,TX,77072.0,US/Central,29.6894127,-95.57095864,4.55238103866577,420,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/29d5df03-c3c9-458a-8588-5006c0dc2ea6.png",True,42,True,True,18
1715,"Houston, TX",Breakers Korean BBQ,"$$ • Korean BBQ, Chicken","Breakers Korean BBQ, 16535 Southwest Fwy, Sugar Land, TX 77479, USA",16535 Southwest Freeway,Sugar Land,TX,77479.0,US/Central,29.5929794,-95.6230215,4.67346906661987,147,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5e4a7147-b45a-4f0e-811d-b1557976c36b.png",True,24,True,False,21
1716,"Houston, TX",Fuji Tea,"$$ • Milk Tea, Fruit Tea","Fuji Tea 不二茶铺, 9312 Bellaire Blvd, Houston, TX 77036, USA",9312 Bellaire Boulevard,Houston,TX,77036.0,US/Central,29.7059332,-95.547854,4.76249980926514,80,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/188afd94-bd80-4332-9e9d-52ef632a1e48.png",True,45,True,True,10
1717,"Houston, TX",Lucky Cafe,"$ • Pickup, Takeout","Lucky Cafe, 27120 Glen Loch Dr, The Woodlands, TX 77381, USA",27120 Glen Loch Drive,The Woodlands,TX,77381.0,US/Central,30.1515688,-95.4943818,4.72248077392578,1290,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/79ff57da-5c06-4a53-8379-6d0a53c6cb7c.png",True,32,True,True,15
1718,"Houston, TX",Sapporo Japanese Bistro Sushi & Bar,"$$$ • Japanese, Sushi Bars","30420 FM2978, The Woodlands, TX 77354, USA",30420 Farm to Market Road 2978,Magnolia,TX,77354.0,US/Central,30.1944761,-95.5884302,4.78456783294678,4238,$$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/df703bd4-2ff6-4d4f-ad20-a090f5ca1698.png",True,45,True,False,25
1719,"Houston, TX",North Italia,"$$ • Spaghetti, Italian","1201 Lake Woodlands Dr suite 403, The Woodlands, TX 77380, USA",1201 Lake Woodlands Drive,The Woodlands,TX,77380.0,US/Central,30.1643147,-95.4533192,4.50406503677368,123,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/North_Italia_logo.jpg.jpg",True,37,True,True,25
1720,"Houston, TX",Very Fresh Ceviches and Snacks,"$$ • Snacks, Seafood","24910 Kuykendahl Rd, Tomball, TX 77375, USA",24910 Kuykendahl Road,Tomball,TX,77375.0,US/Central,30.1228759916462,-95.5534291507174,4.78589391708374,397,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9c7aeeb7-4721-4d7e-bbb2-78badb6603dc.png",True,39,True,True,19
1721,"Houston, TX",Ni's China Buffet,"$$ • Chinese, Shrimp","Ni's China Buffet, 226 S Loop 336 W, Conroe, TX 77304, USA",226 South Loop 336 West,Conroe,TX,77304.0,US/Central,30.2798421,-95.4603783,4.69828701019287,759,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/9957d7e3-a118-4a6b-af1c-5add79ecf9e6.png",True,43,True,True,17
1722,"Houston, TX",Hot Wok,"$$ • Asian Fusion, Chinese","Hot Wok, 606 Rayford Rd Suite E, Spring, TX 77386, USA",606 Rayford Road,Spring,TX,77386.0,US/Central,30.1265389,-95.4326873,4.62534379959106,363,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/d7e349a1-c496-4046-a698-b08bd65315c8.png",True,29,True,False,15
1723,"Houston, TX",Shanghai Bistro,"$ • Shanghainese, Noodles","4223 Research Forest Dr #300, The Woodlands, TX 77381, USA",4223 Research Forest Drive,The Woodlands,TX,77381.0,US/Central,30.1818715,-95.486383,4.16666698455811,18,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/28af925e-ca04-4759-8e6e-26fa656cf009.png",True,25,True,True,12
1724,"Houston, TX",Red Flame Steak & Grill,"$$ • Alcohol, Steak","7214 Farm to Market Rd 1488 #101, Magnolia, TX 77354, USA",7214 Farm to Market Road 1488,Magnolia,TX,77354.0,US/Central,30.2213545,-95.5789174,4.6782112121582,693,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/622d9bf3-921a-4a96-ab01-bf473cafb486.png",True,41,True,True,15
1725,"Houston, TX",TGI Fridays,"$$ • American, Salads","1105 Lake Woodlands Dr, The Woodlands, TX 77380, USA",1105 Lake Woodlands Drive,The Woodlands,TX,77380.0,US/Central,30.1666506,-95.4522835,4.50380897521973,3019,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/TGI_Fridays_logo.jpg",True,24,True,True,16
1726,"Houston, TX",Mama Juanita's Mexican Restaurant,"$$ • Mexican, Caterers","5706 Root Rd, Spring, TX 77389, USA",5706 Root Road,Spring,TX,77389.0,US/Central,30.0974073,-95.5072389,4.67934799194336,184,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/4b9e7036-f947-456b-818e-7028d078cc78.09",True,35,True,False,18
1727,"Houston, TX",Avanti Italian Kitchen - Research Forest,"$$ • Italian, Seafood","2520 Research Forest Dr, Spring, TX 77381, USA",2520 Research Forest Drive,Spring,TX,77381.0,US/Central,30.1774196,-95.4757741,4.79354810714722,310,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/0a1ccee7-5886-4ca9-a121-873a360dea45.png",True,29,True,True,6
1728,"Houston, TX",Mezcal Cantina Mexican Kitchen,"$$ • Takeout, Mexican","Mezcal Cantina Mexican Kitchen, 535 Woodland Square Blvd, Conroe, TX 77384, USA",535 Woodland Square Boulevard,Conroe,TX,77384.0,US/Central,30.2249928,-95.5422352,4.76108694076538,2097,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c65dcb26-416b-4045-8a7a-5c986ce0a617.png",True,33,True,True,17
1729,"Houston, TX",Chi Japanese Cuisine,"$$ • Japanese, Sashimi","27100 Interstate 45 N; Conroe, TX 77385",27100 Interstate 45 North,Conroe,TX,77385.0,US/Central,30.1596787,-95.4485588,4.62082481384277,509,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/05ea7451-1308-4cd2-a553-daf2e62903d3.png",True,23,True,True,25
1730,"Houston, TX",True Food Kitchen,"$$ • Gluten-Free, Beverages","Local Buzz Rank, 9595 Six Pines Dr, The Woodlands, TX 77380, USA",9595 Six Pines Drive,The Woodlands,TX,77380.0,US/Central,30.164170565,-95.461830534,4.82886981964111,3921,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/799944e2-8eff-4041-9666-26f3f38df0a2.png",True,18,True,True,15
1731,"Houston, TX",Hartz Chicken Buffet,"$ • American, Chicken","Hartz Chicken Buffet, 1489 Spring Cypress Rd, Spring, TX 77373, USA",1489 Spring Cypress Road,Spring,TX,77373.0,US/Central,30.0747042,-95.4346624,4.58686113357544,685,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/884ec17c-59ef-47b8-811e-04279ab1844a.png",True,36,True,True,12
1733,"Houston, TX",Nadia's Mediterranean Grill,"$$ • Mediterranean, Sandwiches","5921 Farm to Market 2920, Spring, TX 77388, USA",5921 Farm to Market 2920,Spring,TX,77388.0,US/Central,30.0737379815542,-95.5106163554211,4.7120418548584,1910,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/1df831f5-d5cd-4b18-a23a-7ee5a33deaec.png",True,37,True,True,13
1734,"Houston, TX",Bubba T's Cajun Kitchen,"$$ • Sandwich, Seafood","202 Sawdust Rd, Spring, TX 77380, USA",202 Sawdust Road,Spring,TX,77380.0,US/Central,30.1275023,-95.4466814,4.54100513458252,1512,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/85ec5441-7757-4582-b33d-6d6f54e57126.png",True,33,True,True,26
1735,"Houston, TX",Natalitas,"$ • Mexican, Pickup","24814 Kuykendahl Rd, Tomball, TX 77375, USA",24814 Kuykendahl Road,Tomball,TX,77375.0,US/Central,30.1214586,-95.5535559,4.72528600692749,961,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/dc750842-1c69-4d94-8663-a39ce6d7ef6a.png",True,36,True,True,17
1736,"Houston, TX",Press Waffle Co.,"$$ • Waffles, Latte","Press Waffle Co., 26435 Kuykendahl Rd Suite 850, Spring, TX 77389, USA",26435 Kuykendahl Road,Spring,TX,77389.0,US/Central,30.1441973,-95.5519741,4.68457889556885,856,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/17c9571e-5779-4fda-956b-8729eab63d5a._Square",True,36,True,True,11
1737,"Houston, TX",Fran's Bakery,"$$ • Bakery, Breakfast","Frans Bakery, 1810 Rayford Rd, Spring, TX 77386, USA",1810 Rayford Road,Spring,TX,77386.0,US/Central,30.1240226,-95.4152541,4.64539003372192,141,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8f95c35a-8537-41b2-bb1a-9b14dacc5f88.png",True,35,True,True,14
1738,"Houston, TX",Goode Company Fish Camp,"$$ • Fish, Soup","8865 Six Pines Dr suite 100, Shenandoah, TX 77380, USA",8865 Six Pines Drive,Shenandoah,TX,77380.0,US/Central,30.1758584,-95.4608875,4.76666688919067,30,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5eee4a11-c1cb-41a9-9c76-2dde516bafc2.png",True,24,True,False,7
1739,"Houston, TX",Conviction Chicken and Wings,"$$ • Chicken, Chicken Wings","TGI Fridays, 1105 Lake Woodlands Dr, The Woodlands, TX 77380, USA",1105 Lake Woodlands Drive,The Woodlands,TX,77380.0,US/Central,30.166673,-95.4522864,4.49904012680054,521,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8ccdf389-8519-4906-9fe6-783f5ce64951.png",True,24,False,False,15
1740,"Houston, TX",Datpho Vietnamese Noodle House,"$ • Vietnamese, Soup","523 E Louetta Rd F, Spring, TX 77373, USA",523 East Louetta Road,Spring,TX,77373.0,US/Central,30.0703944,-95.4275163,4.77162313461304,4116,$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/b4da9719-13a3-48c6-bc44-add5df9b77f4.png",True,36,True,False,18
1741,"Houston, TX",Sweet Frozen Bar,"$$ • Ice Cream, Gelato","1950 Hughes Landing Blvd, The Woodlands, TX 77380, USA",1950 Hughes Landing Boulevard,The Woodlands,TX,77380.0,US/Central,30.1700802,-95.4717193,4.67088603973389,79,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/010a2f83-6a8c-48f0-b297-5e619217eb6e.png",True,25,True,False,8
1742,"Houston, TX",Bodegon Del Sur Corp.,"$$ • Cafes, Argentine","Bodegon Del Sur Corporation, 26506 Oak Ridge Dr, Spring, TX 77380, USA",26506 Oak Ridge Drive,Spring,TX,77380.0,US/Central,30.1466131,-95.4487288,4.625,16,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/c1c39dc7-79f3-4dfc-a888-748434ef57b6.png",True,25,True,True,13
1743,"Houston, TX",Goode Company Kitchen & Cantina,$$ • Tex-Mex,"1801 Yale St, Houston, TX 77008, USA",1801 Yale Street,Houston,TX,77008.0,US/Central,29.8021162,-95.3994964,4.0,6,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/fa19662c-6559-4735-ae95-b66a75550a8d.png",True,34,True,True,19
1744,"Houston, TX",Sushi Hana (S. Mason Rd),"$$ • Japanese, Sushi","1638 Mason Rd, Katy, TX 77450, USA",1638 Mason Road,Katy,TX,77450.0,US/Central,29.7569955865019,-95.7526185257256,4.81173515319824,9067,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/8d927191-1979-408a-98aa-8662149030e5.png",True,36,True,True,16
1745,"Houston, TX",The Pho Shack,"$$ • Asian, Vegetarian","23523 Katy Fwy, Katy, TX 77494, USA",23523 Katy Freeway,Katy,TX,77494.0,US/Central,29.78385701,-95.7795192,4.67199277877808,4881,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/e9eb1ee3-3ecb-4749-984a-0fb6b6152af5.png",True,27,True,True,14
1746,"Houston, TX",Dulcedo Coffee,"$$ • Coffee & Tea, Iced Teas","26750 Farm to Market 1093 #120, Richmond, TX 77406, USA",26750 Farm to Market 1093,Richmond,TX,77406.0,US/Central,29.6959075,-95.8402557,4.8566780090332,307,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/120f9099-9376-4477-97cb-7c7c6e8ae3a3.png",True,38,True,True,17
1748,"Houston, TX",FRITOS'S FACTORY,"$$ • Venezuelan, Empanadas","4603 FM 1463 Suite 100, Katy, TX 77494, USA",4603 Farm to Market 1463,Katy,TX,77494.0,US/Central,29.7264694,-95.8457233,4.80000019073486,55,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/6707e237-2966-40b1-adc2-e620ba88ca4b.png",True,33,True,True,16
1749,"Houston, TX",Mango island,"$$ • Juice Bar, Fruit","Mango Island, Katy Mills, Katy, TX 77494, USA",,Katy,TX,77494.0,US/Central,29.7745666,-95.8088577,4.64705896377563,17,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/3941cacf-5851-4094-a6ea-08a465e834f5.png",True,38,True,True,9
1750,"Houston, TX",Tandoori Grill,"$$ • Indian, Appetizers","Tandoori Grill, 2002 N Fry Rd Suite 103, Houston, TX 77084, USA",2002 North Fry Road,Houston,TX,77084.0,US/Central,29.795725,-95.7182289,4.62132406234741,1088,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/59a7bc23-8144-4111-aec8-ff4483fbd2a6.png",True,42,True,False,21
1752,"Houston, TX",Palma de Cera Latin Cuisine,"$$ • Latin American, Seafood","Palma De Cera, 2004 S Mason Rd, Katy, TX 77450, USA",2004 South Mason Road,Katy,TX,77450.0,US/Central,29.7509203,-95.7520214,4.76760578155518,284,$$,"https://img.cdn4dd.com/cdn-cgi/image/fit=contain,width=1200,height=672,format=auto/https://doordash-static.s3.amazonaws.com/media/restaurant/cover_square/5be5b21f-6fc8-4bcb-8d12-c6a14cdbae3b.png",True,32,True,True,17
